id,title,title_en,chapters,publishing,published_from,published_to,score,scored_by,members,favorites,Action,Adventure,Avant_Garde,Award_Winning,Boys_Love,Comedy,Drama,Fantasy,Girls_Love,Gourmet,Horror,Mystery,Romance,Sci_Fi,Slice_of_Life,Sports,Supernatural,Suspense,Ecchi,Erotica,Josei,Kids,Seinen,Shoujo,Shounen
8834,"Seisei Suruhodo, Aishiteru",,0,FALSE,1/1/2006,1/1/2009,7.11,140,543,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
8836,Nemurenu Yoru no Monogatari,,9,FALSE,1/1/2002,,6.48,370,850,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8837,The Change!,The Change!,13,FALSE,1/1/1988,,7.33,319,785,8,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8840,Hanatsukihime,,8,FALSE,12/10/2007,4/10/2008,7.82,7809,15097,199,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0
8841,Iketeru Police,,0,FALSE,1/1/1998,,6.64,129,620,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8842,Anti Love Sentai: Hayata☆Joe,,1,FALSE,1/15/2007,,6.28,379,645,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
8846,Hello Harinezumi,,0,FALSE,7/7/1980,,7.27,126,376,10,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
8847,Nogizaka Haruka no Himitsu,,29,FALSE,8/26/2006,6/26/2010,7.37,828,2853,6,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
8848,Sun-Ken Rock,Sun-Ken Rock,181,FALSE,4/24/2006,2/22/2016,7.94,37462,101256,3381,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
8850,Brave 10,Brave 10,47,FALSE,10/5/2006,12/4/2010,7.27,1901,5780,43,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
8855,Little Witch's Diary,Little Witch's Diary,8,FALSE,1/1/2005,1/1/2006,7.08,316,754,4,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8862,Hari to Orange,,0,FALSE,1/1/2005,,6.16,342,704,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8872,Fuan no Tane+,,116,FALSE,1/25/2007,3/13/2008,7.17,2437,6111,50,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8876,Slayers,,0,TRUE,1/17/1990,,7.99,1243,3891,132,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8878,Hetalia Axis Powers,Hetalia Axis Powers,0,FALSE,3/28/2008,6/29/2013,7.9,8904,21881,1438,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8882,Clamp in Wonderland EX,,4,FALSE,1/1/2006,,7.21,1132,2297,7,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
8884,Mori e Kaerou,,1,FALSE,5/1/1995,,5.31,189,325,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8885,unCassandra,,8,FALSE,4/4/2008,11/4/2008,7.29,3053,5891,32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
8889,Koi Neko,,100,FALSE,9/18/2004,12/19/2012,7.09,1387,4009,28,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0
8892,Saikyou Kareshi,,5,FALSE,11/24/2006,,6.98,184,521,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8893,Mouryou no Hako,,10,FALSE,8/22/2007,4/22/2010,7.41,486,2195,12,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0
8897,Akaneiro ni Somaru Saka,,11,FALSE,6/26/2008,4/25/2009,6.71,1433,3084,20,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
8899,Okusan no Mousouteki Nichijou,Oku-san's Daily Fantasies,16,FALSE,1/1/2007,,7.11,890,2035,6,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8901,Ginga Densetsu Riki,Silver Fang Legend Riki,6,FALSE,1/1/2000,1/1/2003,7.6,739,1430,28,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
8902,Otome Cake,,10,FALSE,6/28/2003,4/18/2007,6.6,417,953,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8908,Toki☆Meka!,,10,FALSE,1/1/2005,,6.62,126,555,4,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0
8914,Hyper Love Power,,15,FALSE,1/1/2008,1/1/2010,7.09,677,1356,12,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
8915,Orokamono wa Aka wo Kirau,Red Blinds The Foolish,7,FALSE,3/1/2007,12/1/2007,7.37,382,865,4,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8927,Live for Love,Live for Love,5,FALSE,1/1/2006,,7.02,449,899,3,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
8928,Tricky Prince,Tricky Prince,0,FALSE,1/17/2002,9/27/2008,6.8,127,324,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8930,Tottemo! Luckyman,,189,FALSE,8/3/1993,6/24/1997,7.75,190,581,13,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
8933,Love/Knot,Love/Knot,7,FALSE,11/1/2005,,6.7,160,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8946,Sonezaki Shinjuu,,1,FALSE,7/4/2008,,7.06,1478,2461,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1
8947,Saint☆Oniisan,Saint☆Young Men,0,TRUE,8/10/2006,,7.86,5569,25427,461,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8950,Hanamaru Youchien,Hanamaru Kindergarten,102,FALSE,9/1/2006,10/21/2011,7.44,982,3338,24,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
8951,Hotel Harbour View,Hotel Harbour View,2,FALSE,1/1/1985,,6.27,849,1886,8,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
8953,Tonari no Kare,The Boyfriend Next Door,6,FALSE,6/1/2006,5/1/2007,7.01,931,1728,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
8955,Kokui no Mure,,1,FALSE,11/20/2007,,6.64,286,473,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8956,Kimagure na Boku no Neko,,1,FALSE,1/24/2007,,6.4,282,502,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8960,Monk!,,0,FALSE,1/1/2007,1/1/2009,6.65,264,812,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
8962,Colored,Color of Rage,9,FALSE,1/1/1984,,6.4,550,1465,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8965,Girl in Heels,Girl in Heels,0,FALSE,1/1/2007,,6.91,546,1516,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8967,Onanie Master Kurosawa,,31,FALSE,9/1/2007,3/1/2008,8.42,68703,126277,9874,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8968,Hanashite Nante Agenai yo,,11,FALSE,5/19/2007,10/20/2007,7.04,852,1801,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8969,Soft Romantic,,6,FALSE,1/10/2005,,6.71,248,470,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
8973,Renai Nenrei,The age has nothing to do with love,12,FALSE,8/1/2008,,7.34,697,1396,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
8974,Otomegokoro,A Girl's Feeling,8,FALSE,6/13/2008,10/10/2008,7.17,3413,6555,11,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8976,Street Fighter: Sakura Ganbaru!,Street Fighter: Sakura Gives it Her Best!; Street Fighter Sakura Ganbaru!,12,FALSE,1/1/1996,1/1/1997,7.35,428,1017,22,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8979,Strike Witches: Tenkuu no Otome-tachi,Strike Witches: Maidens of the Sky,11,FALSE,1/26/2008,11/26/2008,7.07,412,1385,14,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
8983,Nakasareta!,,1,FALSE,5/1/2004,,6.31,317,543,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
8985,Fiancé wa Monster!?,,8,FALSE,1/1/2007,1/1/2008,6.73,376,1218,3,0,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0
8986,Youkai Navi Luna,Fairy Navigator Runa,25,FALSE,3/7/2008,3/7/2010,7.07,550,1378,23,1,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0
8987,Room 303,,1,FALSE,7/14/2008,,6.39,285,609,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
8988,Me wo Mite Hanase,Look Me in the Eyes When You Talk,1,FALSE,5/1/2003,,6.89,2018,3418,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
8990,Fetish,,5,FALSE,9/29/2004,,6.91,4196,8604,97,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
8991,"""Bocchan"" no Jidai",The Times of Botchan,30,FALSE,1/1/1987,1/1/1996,6.93,110,579,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8997,Bradherley no Basha,,8,FALSE,1/1/2005,1/1/2007,6.53,5019,9844,59,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9000,Kagami no Kuni no Alice,De l'autre côté miroir,1,FALSE,3/21/2008,,4.68,780,1377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9001,Hitsuji wo Kazoete Dokomademo,,4,FALSE,2/17/2001,5/18/2002,6.7,109,208,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9002,Aoi Kuruma,Blue Automobile,12,FALSE,1/1/1991,4/1/1996,6.32,162,334,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
9004,Kono Yo no Owari e no Tabi,,12,FALSE,4/25/2002,8/25/2003,7.26,1931,5016,111,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9023,"Chrono Trigger - Do your Best, Chrono-kun!","Chrono Trigger - Do your Best, Chrono-kun!",1,FALSE,1/1/1995,,5.74,330,632,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9033,Giant Step,,19,FALSE,1/19/2002,7/19/2003,6.95,191,570,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1
9037,Nemureru Mori,,1,FALSE,10/11/2005,,6.61,475,843,1,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9038,Sugars,,5,FALSE,1/1/2006,,6.86,125,418,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9040,Kimi dake ni Aisaretai,,4,FALSE,8/26/2004,,6.83,107,346,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9041,Really? Really! Remember Memories,,12,FALSE,1/10/2007,12/10/2007,7.27,108,550,3,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9044,Full Ahead! Coco,,258,FALSE,2/27/1997,7/4/2002,7.19,384,1254,13,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9050,...Virgin Love,,6,FALSE,10/29/2003,,7.06,1087,2061,10,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9053,Ping,Ping,30,FALSE,1/1/2007,,7,2318,4712,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1
9056,Hikari no Machi,,4,FALSE,10/12/2004,,6.83,257,515,2,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9057,Shoujo Tsubaki,Mr. Arashi's Amazing Freak Show,8,FALSE,9/13/1984,,6.01,4583,11015,169,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9060,Kokuhaku Gokko,Confession Game,4,FALSE,1/1/2005,,6.31,277,654,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9062,Queen's Blade: Hide & Seek,,28,FALSE,10/26/2007,5/26/2010,6.76,300,1195,10,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9065,Kiri-no-Mori Hotel,,6,FALSE,7/7/2006,11/8/2007,6.71,145,423,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
9068,Orange Kakumei,,4,FALSE,1/1/2003,,7.07,172,377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9072,Nogizaka Haruka no Himitsu,,76,FALSE,10/9/2004,7/10/2012,7.31,215,1042,7,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9073,Yuuhi yo Nobore!!,,4,FALSE,1/1/1979,,6.47,186,422,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0
9074,Shuten Douji,,30,FALSE,8/18/1976,4/12/1978,7.09,160,635,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9077,Konohana Link,,9,FALSE,12/18/2007,3/18/2010,6.6,198,565,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9079,That's Why I Sigh,That's Why I Sigh,1,FALSE,1/1/2008,,6.59,332,592,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9084,Otome Youkai Zakuro,,0,TRUE,4/1/2006,,7.58,1569,6125,76,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
9089,We are Gorgeous,We are Gorgeous,6,FALSE,1/1/2003,,6.16,216,424,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9090,Hitomi no Ko-to-ba,,7,FALSE,9/29/2004,,6.26,131,335,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9091,Oshioki Gakuen,Punishment School,15,FALSE,1/31/2006,2/28/2009,6.37,568,1287,5,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9092,Love Recycle,Love Recycle,2,FALSE,7/9/2008,,6.07,210,476,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9093,Dare ga Omae wo Suki dato Itta,Did I Ever Tell You That I Love You?,8,FALSE,1/1/2005,,7.03,594,1095,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9098,Bishounen Moraimashita,I Received a Bishounen,6,FALSE,1/1/2008,,7.17,291,1031,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9099,Yume no Soko,,11,FALSE,12/22/2005,,7.17,470,1124,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
9114,D.Gray-man: Reverse,,8,FALSE,5/30/2005,12/3/2010,8.06,1433,6014,117,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
9115,Ookami to Koushinryou,Spice & Wolf,0,TRUE,2/10/2006,,8.83,14821,60270,4022,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9122,Koishitagari no Blue,,24,FALSE,8/24/2007,7/24/2009,7.59,2157,4894,26,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9123,Koi Tsukiyo no Himegoto,,5,FALSE,8/13/2007,11/13/2007,7,905,1934,2,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9126,Samishii Yoru no Himitsu,,7,FALSE,6/1/2001,,6.59,134,281,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9129,Mushi to Medama to Teddy Bear,,34,FALSE,6/27/2006,8/27/2009,7.04,644,2244,6,0,0,0,0,0,1,1,1,0,0,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0
9131,Chibi☆Devi!,,80,FALSE,5/1/2008,11/1/2014,7.3,469,1478,14,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9134,White Album,,25,FALSE,9/1/2008,1/1/2010,6.8,710,2022,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9135,17,,20,FALSE,5/13/2008,1/13/2010,7.2,704,2228,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9138,Sekishoku Elegy,Red Colored Elegy,13,FALSE,11/22/1969,11/24/1970,7.21,768,3255,95,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
9142,Kidou Senshi Gundam: C.D.A. - Wakaki Suisei no Shouzou,,71,FALSE,4/26/2001,8/26/2009,7.22,541,1587,39,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9144,Fire Emblem: Hasha no Tsurugi,,45,FALSE,11/6/2001,7/6/2005,7.31,927,2207,33,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9147,Banana Bread no Pudding,,5,FALSE,11/1/1977,3/1/1978,6.29,442,1137,9,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9152,Thomas no Shinzou,The Heart of Thomas,8,FALSE,5/1/1974,11/1/1974,7.89,1656,4980,193,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9154,Lassie,Lassie,16,FALSE,7/1/2001,10/1/2001,6.97,113,253,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9161,Himitsu no Shitsuji-kun,"The secret butler; The Person That She Likes; Think Of You, Clavier; Would You Like To Adopt And Raise A Beauty?",4,FALSE,1/1/2007,,7.18,1706,3714,8,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9170,U wa Uchuusen no U,,8,FALSE,1/1/1977,1/1/1978,6.93,140,461,0,0,0,0,0,0,0,1,1,0,0,1,1,1,1,0,0,1,0,0,0,1,0,0,0,0
9174,Marginal,Marginal,24,FALSE,8/1/1985,10/1/1987,7,333,1266,5,0,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9180,Gin no Sankaku,,19,FALSE,10/25/1980,4/24/1982,7.38,210,645,4,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
9182,Zero: Circle of Flow,,0,TRUE,1/1/2005,,6.56,302,1288,2,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
9192,Mannaka no Ouji,,5,FALSE,8/18/2005,9/3/2007,7.1,304,644,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
9197,Tokyo Innocent,,47,FALSE,5/26/2006,4/7/2011,7.18,842,2945,11,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1
9198,Watashi no Kidou,,1,FALSE,9/18/2007,,6.16,331,566,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9199,Raspberry Crisis,Raspberry Crisis,5,FALSE,1/1/2003,,6.18,224,441,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9200,Suki dakedo!,,4,FALSE,1/1/2007,,6.91,606,1107,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9203,Eien no Aida ni Miru Yume,,1,FALSE,1/1/2007,,6.65,779,1357,2,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
9204,Gold Rush 21,,4,FALSE,2/26/2004,1/26/2006,6.66,675,1270,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9210,Yume no Tsuzuki,,3,FALSE,1/1/1988,,6.59,185,426,2,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0
9217,Mimi wo Sumaseba: Shiawase na Jikan,Whisper of the Heart: Happy Time,2,FALSE,8/1/1995,,7.07,416,1189,5,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0
9219,Issho ni Ofuro,,4,FALSE,4/24/2006,11/13/2006,7.02,993,2038,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9220,Shoujo no Melancholy,A Girl's Melancholy,5,FALSE,4/23/2005,11/12/2005,6.82,514,1132,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9222,Heart,,58,FALSE,1/1/2001,1/1/2003,7.5,1302,2669,37,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9224,Love Buzz,,28,FALSE,1/1/2002,9/1/2005,6.47,144,615,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
9226,Route 225,,11,FALSE,1/26/2007,1/26/2008,6.66,498,1311,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
9227,Shikii no Juunin,Inhabitants of the Threshold,56,FALSE,1/1/1997,1/1/2002,6.82,163,685,5,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
9231,11-gatsu no Gymnasium,,9,FALSE,6/1/1970,11/13/1971,6.94,138,559,2,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
9245,Midnight,,53,FALSE,5/2/1986,9/18/1987,7.6,451,1367,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9246,Onikiri-sama no Hakoiri Musume,,23,FALSE,6/12/2006,10/12/2010,6.87,658,1582,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9247,Wagaya no Oinari-sama.,,67,FALSE,2/27/2007,5/27/2013,7.1,217,1199,8,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
9248,Bal Jak,,85,FALSE,1/1/2000,,7.31,892,2321,20,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9251,Heart wo Uchinomese!,Knock Your Heart Out!,10,FALSE,7/21/2001,4/8/2003,7.11,478,1187,11,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
9252,Cyber Blue,,31,FALSE,11/22/1988,7/11/1989,6.82,746,2326,14,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
9255,Ren'ai Choukyou - Host Yuugi,,6,FALSE,1/1/2004,,6.61,131,392,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9256,Toki wo Kakeru Shoujo: Tokikake,The Girl Who Leapt Through Time,5,FALSE,4/26/2006,7/26/2006,7.61,2680,6438,59,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,1
9259,School Rumble Z,,10,FALSE,8/20/2008,5/20/2009,7.26,4509,7570,126,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
9261,Hoshi-iro no Okurimono,,3,FALSE,4/24/2007,2/23/2008,7.35,2285,4728,15,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
9264,Densha Otoko,Train Man,6,FALSE,10/22/2004,,7.73,429,1200,29,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
9266,Wish: Tatta Hitotsu no Negaigoto,Only One Wish,4,FALSE,10/16/2004,8/17/2005,6.95,255,590,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0
9268,Guignol Kyuutei Gakudan,Grand Guignol Orchestra,19,FALSE,6/26/2008,4/26/2010,7.54,2787,6876,108,0,1,0,0,0,0,1,1,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0
9271,Rurouni Kenshin: Haru ni Sakura,,1,FALSE,12/1/1999,,7.45,2727,5046,20,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
